peliId|directorId|titol|durada|valoracio
222772|89575|Lion's Heart|100|6.6
25553|6603|Dark of the Sun|100|6.6
107682|240150|C'est La Vie, Mon Cheri|105|7.1
180427|21305|Frisco Kid|77|7.7
209271|916958|Hateship Loveship|103|5.7
195068|14855|Hearts Divided|76|4.0
52989|147001|How the Toys Saved Christmas|92|6.8
33570|110922|Ice Castles|95|6.2
172226|37597|In Secret|101|5.5
91343|12011|It's a Small World|74|6.0
40661|73962|Kickboxer 5: The Redemption|87|3.8
188066|84034|Kiki|108|0.0
156356|143561|Kiki|87|0.0
230743|1265909|My Prairie Home|76|8.0
85910|4964|The Rolling Stones - Let's Spend the Night Together|94|4.6
290862|1338623|Man for a Day|96|6.9
199851|935102|Hawaii|106|7.4
112735|305750|The Skinny|103|5.8
96239|147540|Remington and the Curse of the Zombadings|96|5.3
128154|1086430|Out in the Dark|96|6.5
180147|1167724|We Are The Nobles|108|6.9
227094|126768|The Returned|98|6.2
244801|1057496|52 Tuesdays|114|5.9
141152|1114256|Everybody's Got Somebody... Not Me|95|5.5
193223|1174121|Die Fighting|110|4.2
272692|124695|The Possession of Michael King|83|5.7
50400|1255962|Mission London|107|6.8
76424|729|Master Harold... and the Boys|87|5.9
68097|70565|Mohawk|79|6.3
264309|84034|Navy Blues|77|8.0
2516|25630|Our Mother's House|100|5.5
251260|33008|Over the Brooklyn Bridge|108|3.8
203793|80999|Stalingrad|131|5.7
226948|77362|Scarecrow|85|4.0
249266|1211991|Small Time|95|5.1
130813|21305|So Long Letty|64|8.0
35632|114454|Laser Mission|84|4.0
44888|64114|Soldier of Fortune|96|5.3
11813|53657|Il soldato di ventura|95|5.1
43453|11593|The Dark Past|75|5.4
194393|101899|The Disembodied|73|6.0
99258|13953|The Rag Man|68|0.0
29032|102429|The Secret Invasion|95|6.0
280134|151399|The Sweet Ride|110|5.0
28668|12011|The Whistler|59|5.1
56154|82800|Young Tom Edison|86|4.0
108852|77101|The Youngest Profession|82|7.0
154515|145605|Dance, Fools, Dance|80|0.0
43193|69392|Dangerous When Wet|95|6.0
73103|1171142|Dante's Inferno|88|5.7
38471|29907|Dark Alibi|61|6.1
73997|87670|David Spade: Take the Hit|56|0.0
27105|96983|Day of the Evil Gun|95|6.6
30302|52358|Death In Love|97|5.0
45256|161229|Do Not Disturb|102|5.9
57789|41406|Double, Double, Toil and Trouble|96|6.0
61233|232672|Dark Fields|110|3.4
257093|56349|Dark House|102|4.4
263915|1050751|The Emperor of California|97|0.0
167581|1149217|Free Fall|100|7.3
258358|1666682|Advanced Style|75|7.1
30855|26134|Dr Jekyll & Sister Hyde|97|5.7
241842|76927|Dead Snow 2: Red vs. Dead|100|6.7
32182|58868|David Cross: The Pride Is Back|55|8.2
109500|939452|Dawn Rider|94|5.2
16432|938248|Day of Wrath|109|3.8
20053|85547|Dead Heat|120|4.8
47553|91789|Twice-Told Tales|120|6.6
90652|938678|Decoder|87|6.3
28768|30956|Faceless|98|6.2
85162|73962|Deadly Dreams|79|6.0
78522|1114201|Prime Evil|83|4.6
64075|100793|Dead Man's Eyes|64|8.0
38460|82678|Dead Men Tell|61|6.8
40644|80704|Zatôichi: The Blind Swordsman|116|6.2
103236|610747|Zanjeer|146|6.3
85651|154631|Youngblood|90|5.0
34623|4109|Young Man with a Horn|112|4.8
37133|9607|Volga - Volga|104|6.0
18122|80999|The Inhabited Island 2: Rebellion|99|4.3
240510|207494|Stromberg - Der Film|123|7.0
84111|1012319|You Are the Apple of My Eye|105|7.3
82450|135604|Hamilton: In the Interest of the Nation|109|5.9
103972|1062347|Out of Bounds|73|5.0
207263|1190073|Dead of the Nite|0|2.3
37128|9607|Jolly Fellows|96|6.3
69065|31439|Deadfall|120|5.2
20342|17380|Secret|101|7.6
98344|85337|Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag|144|6.7
273922|1384678|Deadline|83|6.0
91316|939364|Deadline|95|4.5
34650|113507|Deadline at Dawn|83|5.6
11115|68167|Deal|85|5.2
42734|33064|Dear Brigitte|100|6.0
62804|96403|Death of a Scoundrel|119|5.9
22515|82627|Death Racers|90|3.1
209367|148571|Death Valley Rangers|59|0.0
25646|94045|Death Warrior|90|4.1
202744|14139|Deja Vu|94|5.0
16639|22676|Deliver Us from Evil|100|6.3
104329|1036084|Last Passenger|96|5.9
73091|24577|The Hanoi Hilton|126|7.0
291155|567559|Fat, Sick & Nearly Dead 2|89|6.2
164251|1011|Serena|102|5.3
88486|233343|Queens Of Evil|90|9.0
197489|101528|The Four Feathers|100|5.4
59159|101528|Callan|106|0.0
84352|101528|The Violent Enemy|94|0.0
205596|77965|The Imitation Game|113|8.0
171274|4762|Inherent Vice|148|6.5
287495|48276|Labyrinth of Lies|122|7.3
14808|77319|Battle of the Warriors|133|6.3
34182|585040|Confucius|125|5.5
38125|101528|Curse of the Fly|86|5.1
28778|101528|The Devil-Ship Pirates|86|6.0
30972|101528|The Brides of Fu Manchu|94|5.8
83519|101528|Witchcraft|79|6.9
244403|3905|Rudderless|105|7.4
81347|591546|Likainen pommi|83|5.8
131631|10943|The Hunger Games: Mockingjay - Part 1|123|6.6
48135|101528|Jules Verne's Rocket to the Moon|95|6.1
28019|52968|Give 'em Hell, Malone|96|5.9
41077|125403|Son of the White Mare|81|7.5
36132|225306|Samson & Sally|63|6.2
28967|102511|The Little Fox|74|7.5
222649|12219|Rosewater|103|6.5
273334|1236560|United States of Secrets (Part One): The Program|114|9.0
295315|1374315|Sex Ed|90|5.1
58433|23951|The Apocalypse|180|6.1
288281|130750|A Good Marriage|103|5.1
237791|115174|The Way He Looks|100|8.1
140222|146413|Love and Honor|92|5.8
188538|69982|Remember Sunday|96|7.0
186161|212080|The Gilded Cage|90|6.8
56178|236644|Beauty Prize|93|0.0
77412|84034|Romance|76|4.3
121020|81165|Illicit|79|4.3
33001|14643|Other Men's Women|71|4.8
20675|32133|The Beast of the City|86|5.3
43075|4109|The Cabin in the Cotton|78|6.0
114302|1058272|The Man Who Played God|80|7.9
147441|578|Exodus: Gods and Kings|150|5.6
46217|23799|Darfur|98|6.1
60479|23799|Max Schmeling|118|4.6
206563|468|Trash|112|7.1
39298|17208|Frozen Days|90|0.0
265195|591600|Wild Tales|125|7.7
17234|81495|Summer Days With Coo|138|7.3
298077|80577|Ambition|6|6.8
157305|1138632|Head Over Heels|10|7.0
212167|131564|Patema Inverted|98|7.4
250657|126137|Fed Up|92|7.4
55152|82505|The Oblong Box|91|5.6
58700|228278|Yobi, The Five-Tailed Fox|86|6.5
78399|583901|The Savior|90|5.0
143451|234575|Arcana|102|5.5
183111|106242|Whoregasm|12|7.0
183113|106242|Police State|18|7.0
183119|106242|Kiss Me Goodbye|0|7.0
90978|89914|The Male Animal|101|1.0
52853|117773|Rio Rita|91|7.1
72638|67426|The Fighting 69th|90|5.9
232100|1267385|Riley Rewind|50|7.1
9742|40905|Werner - Beinhart!|93|6.2
167963|1149661|Thesis on a Homicide|102|6.1
57106|41040|Freedom|111|5.8
165477|2589|Whole Lotta Sole|94|5.8
203179|937659|Magic Camp|85|7.0
183127|106242|The Wild World of Lydia Lunch|20|7.0
202573|1184706|The Reunion|88|6.3
162406|20658|Embracing|40|7.0
162437|20658|Katatsumori|39|7.0
21811|85203|Ski School|95|4.4
162442|20658|See Heaven|10|5.0
162435|20658|Sun on the Horizon|45|0.0
86532|933308|Paths of Hate|10|5.7
55538|128148|Bloody Birthday|85|6.2
22585|152315|Ski Patrol|91|4.8
233423|1276675|The Legend of Sarila|80|4.9
30449|106327|Imago mortis|0|4.9
128606|12011|The Gun That Won the West|71|0.0
206821|1189506|The Longest Week|86|5.0
55308|30129|Gunfighters|87|4.3
289575|92561|Tales of the Grim Sleeper|105|6.9
103528|213549|God is the Bigger Elvis|37|7.0
79544|80261|The Wicker Tree|96|4.3
79475|1470933|The Green|90|5.6
258086|74661|The Damned|87|5.0
184061|68682|Deliver Us from Evil|75|10.0
261037|16852|Miss Meadows|88|5.1
301566|1232064|Too Many Cooks|11|8.5
38459|82678|Murder Over New York|65|6.3
80920|112746|Repentance|90|5.1
256913|229568|Quantum Love|81|5.7
14524|76965|Cass|108|6.1
15741|78725|Dorothy Mills|102|6.2
114750|1059571|Dear White People|108|6.2
13617|74724|The Man Who Loved Yngve|90|6.4
17893|56470|Camino|143|7.4
40074|1045533|Alucarda|74|6.7
17808|64901|Painted Skin|103|6.0
209361|5065|One Chance|103|6.5
15199|87926|Rent: Filmed Live on Broadway|165|7.0
14142|111414|Columbus Day|90|5.4
14539|67259|An Empress and the Warriors|99|5.7
214096|303064|Lucky Them|96|5.3
22609|89150|Dil Bole Hadippa!|148|4.7
43768|28672|Border Café|105|5.0
157380|103008|May in the Summer|100|5.8
128142|94208|Nono, the Zigzag Kid|90|7.0
190870|149880|Tip Top|106|4.4
285843|108072|October Gale|91|5.0
211411|1195431|Musicwood|80|0.0
248211|237715|Liar's Dice|104|6.0
139930|933007|How Do You Write a Joe Schermann Song|104|0.0
166627|1148218|Calloused Hands|100|0.0
268174|1069788|BFFs|90|6.5
266856|76998|The Theory of Everything|123|7.8
272602|1115959|Amira & Sam|90|6.1
182349|85357|Love Sick Love|83|4.7
149940|1076027|Double Tide|99|10.0
13646|74887|Moscow, Belgium|102|6.4
56152|37360|Brigham Young|114|3.5
66707|37360|Johnny Apollo|94|6.3
64928|84641|It All Came True|97|6.5
282848|1491168|Doctor Who: The Time of the Doctor|60|8.4
227735|1270|Dolphin Tale 2|107|6.7
158439|2000|Lucky Partners|99|5.8
69060|974548|Ahí está el detalle|112|7.4
100416|7409|Demoted|94|5.1
200044|183541|Deranged|78|4.1
232679|52038|When the Game Stands Tall|115|6.3
192558|88800|Aashiqui 2|132|6.8
20789|88228|The Flyboys|118|6.7
17175|82169|The Last Word|90|6.4
40925|96948|Dream Boy|88|5.9
7267|52169|TBS|90|6.9
15149|89956|Take the Trash|80|6.9
204768|73391|Les invincibles|0|5.2
201759|31119|Miserere|106|6.2
202215|1184335|Queens of the Ring|97|5.6
283726|4387|The New Girlfriend|105|5.9
289153|125037|Sex, Love & Therapy|0|4.9
15011|73282|Red Mist|98|4.8
295087|61985|Bangkok, We Have A Problem!|93|4.9
13835|75881|Real Time|80|7.2
140818|225814|Ragnarok|120|5.7
18940|67716|Secrets Of State|100|5.5
14866|77367|Farm House|92|4.9
45127|736|A Matador's Mistress|92|5.8
17780|123970|A Kind of America 2|110|7.2
19222|57898|Parasomnia|103|4.8
17143|18090|Fast Track: No Limits|96|5.0
36683|81355|20th Century Boys - Chapter 1: Beginning of the End|142|6.7
15542|78336|Stiletto|99|4.4
18232|1287732|If You Are the One|130|6.5
263614|1308004|Virunga|90|8.1
23515|230094|Sick Girl|83|6.0
10258|62047|The Madagascar Penguins in a Christmas Caper|11|6.5
32080|14054|The Seven-Ups|103|6.5
159153|22020|Running from Crazy|105|5.5
72933|55785|April Story|67|7.1
250833|131321|Happiness|80|7.0
48186|60045|The Boy Who Cried Werewolf|97|5.7
29596|100296|Nothing But the Night|90|6.0
98404|108987|Destroyer|99|7.4
17963|5714|Gone Nutty|5|6.7
253256|1288707|The Heart Machine|85|5.5
151679|239412|End of the Road|110|6.0
242828|144476|When Marnie Was There|103|7.8
241868|45996|Lupin the 3rd|133|5.6
119892|93991|The Monkey King|119|4.8
110416|96676|Song of the Sea|93|8.1
304023|83923|Rakuen Tsuihou - Expelled from Paradise|104|6.4
252391|20310|Kiki's Delivery Service|108|5.8
142507|1117467|Exit|90|3.5
155890|32513|Tied|80|4.4
137769|1124549|The Magic Crystal|80|4.5
241771|71947|Beyond the Lights|116|7.0
54658|98199|Misunderstood|91|0.0
90816|41159|Treasure of the Four Crowns|97|4.1
40383|50739|The Last Shark|88|6.0
159121|1140570|Paulette|87|6.3
205775|6159|In the Heart of the Sea|122|6.5
55317|18565|Don't Take God's Children for Wild Geese|85|6.0
66129|61985|Les Tuche|95|6.1
45368|64205|Comme les 5 doigts de la main|117|5.7
105001|137143|Iceman|103|4.7
228445|568060|Stockholm Stories|97|7.0
80957|590770|Pressed|105|4.9
33838|110557|The Care Bears Adventure in Wonderland|75|4.6
141868|89602|Fatty and Mabel Adrift|34|6.0
101135|70008|A Connecticut Yankee in King Arthur's Court|96|6.0
214081|37626|A Promise|94|5.9
24047|19142|Alien Nation: Dark Horizon|90|6.2
77348|19142|Alien Nation: Body and Soul|87|6.5
81244|19142|Alien Nation: The Enemy Within|91|5.7
50291|19142|Alien Nation: Millennium|90|5.5
230846|1265981|The Pig|105|6.0
87235|15389|Crackers|98|5.2
22460|35770|The Wall|174|7.4
221240|66250|City Slacker|90|7.0
303623|39189|Hello Ladies: The Movie|85|6.4
148430|971550|Dzhamilya|83|5.5
80787|1014558|Codebreaker|62|6.4
251736|1044255|Listen Up Philip|108|5.9
99977|6844|Hot Stuff|91|7.8
61644|78021|Squeeze Play|96|4.3
79151|46325|Love You You|91|9.0
100292|1024227|Ain't in It for My Health: A Film About Levon Helm|83|6.6
52444|589740|Seducing Mr. Perfect|107|6.3
135397|930707|Jurassic World|124|6.5
293310|220691|Citizenfour|114|7.9
117678|1133064|Dans la peau d'une grande|0|5.9
129966|47826|David et Madame Hansen|89|6.7
198130|1178439|Pop Redemption|0|6.3
46473|237066|Home Sweet Home|100|6.0
21861|229568|LOL (Laughing Out Loud)|103|6.5
78646|584806|She Monkeys|84|4.7
297608|1306608|The Taking of Deborah Logan|90|6.0
73452|130106|Admissions|84|6.0
158967|1115973|House Hunting|102|4.6
250643|1285792|Alive Inside|74|7.8
294600|991853|Last I Heard|98|6.0
41608|18834|God Forgives... I Don't!|109|6.2
42332|56506|Santa Who?|92|5.6
294538|60663|Hit by Lightning|89|5.2
63484|26875|The Incite Mill|107|5.5
45167|132360|Pumzi|21|6.1
13610|104051|Christmas Cottage|96|6.1
184992|239892|A Five Star Life|85|5.5
254435|1198180|The Boy in the Mirror|78|6.0
43212|1139243|My Dear Desperado|100|6.6
16877|30310|The 39 Steps|90|5.4
227159|74619|Horrible Bosses 2|108|6.1
83451|53782|Poto and Cabengo|77|5.0
139715|92287|Detention of the Dead|87|4.5
34651|40199|Devil's Doorway|84|5.9
29060|100793|Diary of a Madman|96|5.4
50571|26775|Disciples of the 36th Chamber|89|6.4
17925|20024|Disengagement|115|7.5
44131|583988|The Beaver Trilogy|83|8.6
136525|89226|Divorce|71|4.0
68340|21598|Doctor at Large|104|6.2
68337|21598|Doctor in Distress|102|6.6
68242|21598|Doctor in the House|92|6.2
89059|14281|Don Juan|112|5.0
237796|24683|Don Juan|104|5.9
40102|254222|Don't Answer the Phone!|94|4.4
143092|82800|Don't Give Up the Ship|89|6.1
109441|69392|Don't Go Near the Water|107|6.0
84742|169334|Donner Pass|90|4.3
88107|44809|Double Trouble|86|5.1
180607|1163129|Down the Shore|93|5.9
164073|37360|Down to the Sea in Ships|120|7.4
19273|88077|Dr. Dolittle: Million Dollar Mutts|90|5.5
27996|99362|Dr. Dolittle: Tail to the Chief|85|5.0
183190|1503|Dr. Gillespie's New Assistant|87|6.0
35801|113889|Dr. Jekyll and Mr. Hyde|89|4.2
235679|49214|Dr. Socrates|70|0.0
10473|58656|DragonHeart: A New Beginning|84|5.5
34652|18907|Drive a Crooked Road|83|4.1
21791|62209|Drop Dead Sexy|83|4.5
66018|26775|Drunken Master III|91|5.0
120785|10146|Easy Living|77|0.0
43343|69392|Easy to Love|96|6.0
72892|549035|Air Crew|144|5.8
94201|6778|El Condor|102|5.5
102629|995407|El Gringo|98|5.1
58058|37633|Elisa|115|6.2
140814|1113453|Elliot Loves|92|3.0
19554|84829|Elvis and Anabelle|106|7.1
37641|54644|Elvis Has Left the Building|90|5.8
45120|83198|Elvis Meets Nixon|95|6.6
33111|94880|Enchantment|100|6.0
133831|82579|Endangered Species|94|5.5
63273|1056732|Endure|91|7.0
22124|26775|Executioners from Shaolin|98|7.5
161422|583988|The Orkly Kid|35|6.5
121250|9054|Home Before Dark|136|8.0
116385|40184|Let No Man Write My Epitaph|105|10.0
81182|18024|Lost Christmas|88|6.3
121992|118343|Michael Shayne: Private Detective|77|6.3
6110|47924|Murder on the Orient Express|100|5.9
96433|102601|My Friend Irma Goes West|91|6.3
238589|37710|Enemies Closer|85|5.1
171594|11431|Enter Arsene Lupin|72|0.0
76815|530073|Barely Legal|89|3.7
71316|68212|Nutcracker: The Motion Picture|89|6.0
155130|95568|The Forgotten Faces|18|5.0
238185|66124|Russell Brand: Messiah Complex|99|7.2
31462|57359|Moving Violations|90|5.7
78327|97774|The Dark Horse|75|8.0
81110|99325|The Eagle and the Hawk|68|4.2
211247|939147|The Fake|101|6.7
27446|10146|The Fearmakers|85|6.0
134355|13294|The Happy Road|100|0.0
111750|37360|The Real Glory|96|4.8
81038|80727|This Is the Night|80|3.7
146946|78336|Yellow Rock|89|4.6
219343|1153925|Lucia|136|6.8
38636|120943|Dancing Outlaw II: Jesco Goes to Hollywood|30|4.3
254582|583851|Oppressed Majority|11|5.5
163068|1082911|T,O,U,C,H,I,N,G|12|7.2
49467|43553|Little Hamlet|8|5.0
25518|35208|La Belle verte|99|7.5
75364|79872|Ivul|100|4.3
267355|1314929|Hotline|0|8.0
299618|86378|Fugly!|86|4.9
253331|24173|Black or White|121|6.5
296136|43553|Oko Wykol|2|4.5
252178|208527|'71|99|6.7
259610|220368|Bastards|83|5.0
256917|934|The Water Diviner|112|6.8
173912|239637|Just a Sigh|104|6.6
278086|1322136|Altman|95|6.4
300441|49903|Grumpy Cat's Worst Christmas Ever|90|5.3
116149|101666|Paddington|95|7.0
135714|1599534|Redemption: For Robbing the Dead|105|0.0
203834|2150|Jessabelle|90|5.1
294254|1179066|Maze Runner: The Scorch Trials|132|6.5
159100|930009|Kink|80|5.5
302496|961616|Beautiful Girl|90|3.2
147778|1371187|Showrunners: The Art of Running a TV Show|76|6.2
99922|2662|Dirigible|100|0.0
28526|121256|Sir Arne's Treasure|106|6.7
89280|1066135|My Brother Tom|111|7.3
193411|44866|The Kiss|1|4.5
93114|996681|Quest|12|6.7
284995|590928|Scooby-Doo! Frankencreepy|74|6.7
150338|138140|Pendulum|102|0.0
212843|141744|Burt's Buzz|88|6.6
79218|87055|Ice Age: A Mammoth Christmas|26|6.0
105770|94208|The Bloody Olive|11|7.3
169860|91186|Hey Bartender|92|5.3
306650|1390429|Kajaki|108|6.3
265449|1001384|Summer of Blood|86|4.9
92459|96486|Appointment with Crime|92|6.3
137357|261224|Hungry Hill|92|4.0
43450|27920|Scott of the Antarctic|111|7.7
157283|106629|Christopher Columbus|99|6.0
80031|27920|The Magnet|79|5.0
181876|238954|Blackmailed|85|0.0
27917|29504|Pool of London|85|7.0
69784|10146|Anne of the Indies|81|7.1
123432|145870|The Lady Says No|80|6.0
27884|35318|The Story of Robin Hood and His Merrie Men|0|5.0
64851|35318|The Sword and the Rose|92|7.0
28909|21598|Above Us the Waves|99|5.4
68339|21598|Doctor at Sea|93|5.8
252721|18669|An Alligator Named Daisy|85|0.0
40953|21598|The Iron Petticoat|87|3.0
27261|32919|Orders to Kill|112|5.0
185546|21598|Upstairs and Downstairs|101|6.0
171075|35318|Crooks Anonymous|88|7.4
82966|605481|Two Weeks in September|96|7.0
118337|1067301|Zeta One|84|4.3
244458|20659|The Voices|101|6.2
20886|93406|Welcome, or No Trespassing|74|7.5
185057|93406|Adventures of a Dentist|82|7.0
67869|93406|Sport, Sport, Sport|85|5.7
139169|93406|Farewell|121|6.0
131194|12009|Eagle's Wing|111|5.0
230836|105802|Levitated Mass|88|8.3
139380|63589|Nativity 2: Danger in the Manger!|105|5.2
41272|125978|The Puzzle|87|7.0
84154|1827779|Donald Glover: Weirdo|60|6.9
276922|1181315|Come Back to Me|90|5.6
257296|583175|The Righteous Thief|117|5.4
136476|557372|State of Emergency|90|4.4
257442|1297483|Almost Married|97|5.3
96846|21506|The Swinger|81|6.0
240820|96001|Christmas in Conway|90|5.4
289416|132308|Grace|87|4.8
99879|1163048|Winter Nomads|90|8.0
70966|235417|Courier|88|8.1
20077|85561|Batman vs Dracula|83|6.5
171308|40184|Baffled!|90|3.0
86236|40184|Dying Room Only|74|6.8
11616|56033|Go for It|107|6.8
170582|99325|Great Expectations|100|3.0
266108|40184|Hand in Hand|73|0.0
163870|76936|Tenchi: The Samurai Astronomer|141|0.0
250798|1144118|The Green Prince|99|7.4
277846|33405|Castles in the Sky|90|5.8
262088|938919|Chocolate Strawberry Vanilla|85|6.1
189133|101767|Mayday at 40,000 Feet!|100|8.0
146916|151399|Bus Riley's Back In Town|93|0.0
173805|151399|Fortune and Men's Eyes|102|3.7
38986|121760|The Party Animal|78|5.7
74092|531737|Bleak Night|117|7.9
307114|82714|To Encourage the Others|105|0.0
306963|1391793|Wanderers|4|7.4
246860|21678|Clouds of Sils Maria|124|6.7
297596|1035|Dying of the Light|94|4.5
100110|58245|Survival Quest|96|5.8
47259|80384|Cherry Tree Lane|77|5.1
262840|1076066|WolfCop|79|5.2
42057|6220|It's a Wonderful Afterlife|99|4.3
207774|1267228|The Borderlands|89|5.1
193040|1205467|Slasher House|85|5.6
82469|57214|The Kick|94|5.1
52009|147695|Norwegian Ninja|77|3.8
169310|1209675|Borrowed Time|88|5.4
123107|78806|Hellbenders|87|5.5
181009|17268|Saving General Yang|102|6.1
68590|17268|Legacy of Rage|87|7.1
58200|52371|Shadowzone|88|4.4
57387|222212|In Your Hands|85|6.1
2139|21916|Cleopatra Jones and the Casino of Gold|94|6.7
151730|18626|Eat|45|5.7
171357|971123|Jonathan Rosenbaum, Present|13|0.0
17135|63937|Omega Doom|84|4.3
44503|18626|Blow Job|35|3.8
308792|46599|A Justified Life: Sam Peckinpah and the High Country|23|0.0
63194|95568|The Diary of an Unknown Soldier|17|6.7
46760|86519|Float|34|0.0
134375|18357|Home Alone: The Holiday Heist|87|5.3
37176|143725|The Pokrovsky Gates|140|6.5
100270|237583|Game of Werewolves|104|6.4
270005|105313|By the Gun|105|4.6
110552|57214|The Protector 2|104|5.5
136278|582918|Blood|92|6.0
86305|123707|Exit Humanity|114|5.4
74035|1486390|Ninjas vs. Zombies|86|3.6
110402|270361|Hard to Be a God|170|6.7
255940|120970|In Order Not to Be Here|30|8.0
14228|10051|Mortuary|94|4.0
39195|10051|Spontaneous Combustion|97|4.6
78247|10051|Night Terrors|98|4.6
188832|190341|Trance|100|6.0
305276|1327125|Tell|89|5.4
245916|84931|Kill the Messenger|112|6.6
183412|130050|Dead Souls|93|3.9
241448|936896|Village People|85|4.3
4683|1650|A Gorgeous Girl Like Me|98|7.2
96011|56151|Touch the Top of the World|89|6.0
39928|1065259|H6: Diary of a Serial Killer|92|5.0
116762|583399|Sallah|110|7.4
55322|220274|Grant Morrison:  Talking with Gods|80|5.8
65275|240798|The Universe of Keith Haring|90|5.8
252511|1287878|The Kingdom of Dreams and Madness|118|7.7
158483|608|Mei and the Kittenbus|13|7.3
23076|41159|Texas, Adios|93|4.0
99261|123909|The Bloodstained Shadow|109|7.3
46570|233343|Today We Kill, Tomorrow We Die!|105|5.6
124207|56742|The Devil and Holy Water|0|5.0
89652|14268|Colt 38 Special Squad|110|0.0
99361|46644|Six Swedish Girls at a Pump|85|3.7
96477|230668|Killer Cop|95|0.0
74018|66039|A Cinderella Story: Once Upon a Song|88|6.1
55689|1013895|Baba Yaga|91|5.7
104866|100419|Play Motel|87|2.0
74417|264596|The Great Kidnapping|95|10.0
15261|54590|Bring It On: In It To Win It|90|5.9
241953|1063830|Independents|77|0.0
58702|37583|Between Miracles|122|5.7
128555|103112|The Rebel|87|0.0
42499|237402|The Night Evelyn Came out of the Grave|103|6.4
56971|120189|The New Monsters Today|0|3.5
106970|45030|Stunt Squad|92|8.3
42441|106345|Tifosi|0|5.1
38366|120271|The Cyclone|91|6.6
121510|1074446|Il tifoso l'arbitro e il calciatore|0|4.8
105398|571152|Death Steps in the Dark|91|5.0
28844|5678|Black Emmanuelle, White Emmanuelle|94|4.0
118802|31898|Il... Belpaese|0|6.0
145677|222778|Savage Three|84|0.0
105906|38595|A Man Called Magnum|88|6.0
268662|32312|Il fischio al naso|0|0.0
48935|69038|Viuuulentemente mia|0|3.4
78566|50778|Gangsters|90|0.0
101231|31890|Gente Di Rispetto|113|0.0
285423|27005|Jarhead 2: Field of Fire|103|5.5
253272|1288729|The Mule|103|6.2
215016|1177381|Chantilly Lace|102|0.0
69040|58728|Shy People|118|6.0
84425|101108|Shadows in an Empty Room|100|0.0
104398|1065698|Dots|2|5.2
247437|1065698|Hen Hop|4|6.2
145337|1065698|Rock the Boat|4|5.3
289728|88077|Jingle All the Way 2|93|4.0
214086|76010|The Face of Love|92|5.9
43441|89905|Every Girl Should Be Married|85|6.3
212950|64114|Eight Iron Men|80|8.5
58414|548474|A True Mob Story|112|7.0
74071|100948|In the Folds of the Flesh|88|6.6
122917|108|The Hobbit: The Battle of the Five Armies|144|7.1
40456|25558|The Viking Queen|91|5.1
273895|929825|Selma|127|7.4
227306|11701|Unbroken|137|7.3
246080|17350|Black Sea|115|6.2
225499|77101|Three Wise Fools|90|5.0
305127|92743|The Frame|127|6.5
40130|237402|The Red Queen Kills Seven Times|100|7.5
60041|28898|White Mischief|107|5.8
112054|99511|Beyond Justice|113|2.3
18450|99511|Zorro|124|7.0
93142|99511|Man Without a Memory|92|5.9
96132|99511|Three Tough Guys|92|4.0
29482|99511|The Bloodstained Butterfly|95|6.3
102949|99511|Alive or Preferably Dead|101|7.0
105078|99511|Death Occurred Last Night|93|6.0
98273|99511|The Bastard|102|0.0
63260|99511|The Return of Ringo|95|7.2
56431|99511|A Pistol for Ringo|98|6.0
283281|99511|The Scapegoat|0|0.0
103678|99511|Kiss Kiss... Bang Bang|112|8.5
250538|81437|The Good Lie|110|7.3
308165|89154|Action Jackson|144|3.6
298445|1099836|I Am Santa Claus|89|6.3
240982|1487896|The Missing Piece: Mona Lisa, Her Thief, the True Story|85|7.0
241574|100664|Wild Heritage|78|5.0
118134|13953|The Widow From Chicago|64|3.3
304336|586136|Lap Dance|100|4.4
146121|14838|The Baby Maker|109|0.0
15603|92712|Fat Pizza|96|5.7
83007|41159|Comin' at Ya!|91|4.6
32624|1267491|When the Road Bends: Tales of a Gypsy Caravan|110|8.0
76750|220702|Holy Flying Circus|89|5.9
29293|1327402|House of the Dead 2|95|4.0
67314|544034|Prey|142|5.1
42710|128594|Silent Madness|93|5.0
228634|125544|Wodehouse In Exile|82|7.0
74681|440885|Made in Jamaica|0|6.0
277547|1331991|Playing It Cool|94|5.6
30545|103349|Dogging: A Love Story|108|2.0
29542|19707|Blood Dolls|84|4.9
118751|1168466|Flower and Snake 5: Rope Magic|0|0.0
24388|57962|Bag Boy|94|3.8
39885|95588|School of the Holy Beast|91|7.0
47057|15002|The Appointments Of Dennis Jennings|29|7.0
65456|158832|The Atrocity Exhibition|105|5.5
121620|236380|The Touch of Her Flesh|78|3.5
72153|204549|Virgin Witch|88|5.7
27739|98842|The Zombie Chronicles|71|0.5
144114|204484|The Dust Bowl|240|6.5
106685|66839|Paris by Night|100|6.1
136106|108983|Honor Among Lovers|75|0.0
60629|31903|A Smoky Mountain Christmas|94|4.0
137347|55520|Closer to the Moon|112|6.4
295144|173667|Marvellous|90|7.3
20000|10601|Somewhere in the Night|110|6.0
28652|101424|Love Camp 7|96|4.4
295698|52850|Free the Nipple|90|5.0
172391|1199049|Khumba|85|5.8
252171|1289604|A Girl Walks Home Alone at Night|99|6.9
30174|557603|1981|102|6.9
280218|557603|1987|0|6.8
182528|218933|Crimi Clowns: De Movie|102|6.0
20147|60473|Dave Chappelle: For What it's Worth|58|8.2
34505|108258|Bill Hicks: Relentless|61|8.7
26366|57604|Ellen DeGeneres: The Beginning|66|4.7
265177|143593|Mommy|138|8.2
